timer,roll,pitch,yaw,accel_x,accel_y,accel_z,posx,posy,posz
  0.29091, 0.09766, 0.07303, 2.88036,  0.02532, -0.06694, -0.43119, -0.00275, -0.00406, -0.01725
  0.29199, 0.09770, 0.07302, 2.88015,  0.02544, -0.06417, -0.43889, -0.00275, -0.00407, -0.01733
  0.29306, 0.09772, 0.07300, 2.87995,  0.02320, -0.05434, -0.42612, -0.00276, -0.00409, -0.01742
  0.29413, 0.09774, 0.07300, 2.87974,  0.02806, -0.05415, -0.42613, -0.00277, -0.00410, -0.01751
  0.29520, 0.09775, 0.07300, 2.87954,  0.03283, -0.04689, -0.43380, -0.00277, -0.00412, -0.01761
  0.29631, 0.09774, 0.07301, 2.87934,  0.03514, -0.04211, -0.42359, -0.00278, -0.00414, -0.01771
  0.29739, 0.09775, 0.07303, 2.87913,  0.04209, -0.04447, -0.41338, -0.00279, -0.00416, -0.01782
  0.29847, 0.09774, 0.07306, 2.87892,  0.04656, -0.03968, -0.40574, -0.00280, -0.00418, -0.01793
  0.29955, 0.09774, 0.07309, 2.87873,  0.04152, -0.03496, -0.39042, -0.00280, -0.00420, -0.01805
  0.30063, 0.09773, 0.07312, 2.87853,  0.04363, -0.03741, -0.39555, -0.00281, -0.00423, -0.01817
  0.30171, 0.09773, 0.07314, 2.87833,  0.04337, -0.03983, -0.40834, -0.00282, -0.00425, -0.01829
  0.30275, 0.09771, 0.07316, 2.87815,  0.03607, -0.03517, -0.42366, -0.00283, -0.00427, -0.01842
  0.30379, 0.09770, 0.07316, 2.87797,  0.03365, -0.03534, -0.44665, -0.00284, -0.00430, -0.01856
  0.30482, 0.09769, 0.07316, 2.87779,  0.03365, -0.04023, -0.45431, -0.00285, -0.00432, -0.01869
  0.30585, 0.09769, 0.07316, 2.87761,  0.03601, -0.04505, -0.46453, -0.00286, -0.00435, -0.01883
  0.30689, 0.09769, 0.07316, 2.87743,  0.03598, -0.04506, -0.46453, -0.00287, -0.00437, -0.01896
  0.30792, 0.09768, 0.07316, 2.87727,  0.03359, -0.04034, -0.46197, -0.00288, -0.00440, -0.01910
  0.30895, 0.09766, 0.07317, 2.87710,  0.03830, -0.03571, -0.46195, -0.00289, -0.00442, -0.01924
  0.30998, 0.09765, 0.07318, 2.87694,  0.03822, -0.03824, -0.45939, -0.00289, -0.00445, -0.01937
  0.31101, 0.09765, 0.07318, 2.87678,  0.03107, -0.04543, -0.45173, -0.00290, -0.00447, -0.01951
  0.31211, 0.09765, 0.07316, 2.87662,  0.02404, -0.04301, -0.43639, -0.00291, -0.00450, -0.01965
  0.31319, 0.09764, 0.07313, 2.87648,  0.01950, -0.03355, -0.43890, -0.00292, -0.00452, -0.01978
  0.31426, 0.09761, 0.07311, 2.87634,  0.01977, -0.03139, -0.45419, -0.00293, -0.00455, -0.01992
  0.31533, 0.09759, 0.07309, 2.87620,  0.02473, -0.03400, -0.45416, -0.00294, -0.00457, -0.02006
  0.31640, 0.09758, 0.07308, 2.87614,  0.02486, -0.03888, -0.43370, -0.00295, -0.00460, -0.02020
  0.31747, 0.09758, 0.07308, 2.87614,  0.02966, -0.04128, -0.41581, -0.00296, -0.00463, -0.02034
  0.31856, 0.09759, 0.07309, 2.87617,  0.03674, -0.04363, -0.42094, -0.00297, -0.00465, -0.02048
  0.31965, 0.09760, 0.07308, 2.87625,  0.03198, -0.04837, -0.45161, -0.00297, -0.00468, -0.02062
  0.32072, 0.09760, 0.07307, 2.87636,  0.02731, -0.04830, -0.45161, -0.00298, -0.00470, -0.02076
  0.32180, 0.09760, 0.07306, 2.87650,  0.02506, -0.04114, -0.44392, -0.00299, -0.00473, -0.02090
  0.32289, 0.09758, 0.07305, 2.87666,  0.02992, -0.03649, -0.44901, -0.00300, -0.00475, -0.02104
  0.32396, 0.09757, 0.07305, 2.87683,  0.03467, -0.03902, -0.45156, -0.00301, -0.00478, -0.02119
  0.32504, 0.09756, 0.07307, 2.87701,  0.03934, -0.04149, -0.44901, -0.00302, -0.00480, -0.02133
  0.32611, 0.09755, 0.07307, 2.87720,  0.03450, -0.03681, -0.44133, -0.00303, -0.00483, -0.02148
  0.32719, 0.09753, 0.07306, 2.87740,  0.02506, -0.03222, -0.44641, -0.00303, -0.00486, -0.02162
  0.32827, 0.09750, 0.07304, 2.87761,  0.02288, -0.03248, -0.46681, -0.00304, -0.00488, -0.02177
  0.32936, 0.09748, 0.07301, 2.87781,  0.02310, -0.03511, -0.46677, -0.00305, -0.00491, -0.02191
  0.33046, 0.09746, 0.07300, 2.87801,  0.02800, -0.03530, -0.45652, -0.00306, -0.00493, -0.02206
  0.33159, 0.09744, 0.07301, 2.87821,  0.03749, -0.03547, -0.44118, -0.00307, -0.00496, -0.02221
  0.33267, 0.09743, 0.07303, 2.87840,  0.04208, -0.03796, -0.42075, -0.00308, -0.00499, -0.02236
  0.33375, 0.09741, 0.07304, 2.87860,  0.03718, -0.03097, -0.42329, -0.00308, -0.00501, -0.02251
  0.33482, 0.09737, 0.07306, 2.87880,  0.04179, -0.02651, -0.43349, -0.00309, -0.00504, -0.02266
  0.33590, 0.09734, 0.07309, 2.87899,  0.04632, -0.02923, -0.44114, -0.00310, -0.00507, -0.02281
  0.33697, 0.09732, 0.07311, 2.87919,  0.04607, -0.03191, -0.44880, -0.00311, -0.00509, -0.02296
  0.33804, 0.09729, 0.07312, 2.87938,  0.03877, -0.02981, -0.44878, -0.00312, -0.00512, -0.02312
  0.33912, 0.09726, 0.07312, 2.87957,  0.02927, -0.03248, -0.45386, -0.00313, -0.00515, -0.02327
  0.34020, 0.09723, 0.07309, 2.87976,  0.02230, -0.03273, -0.44871, -0.00313, -0.00517, -0.02342
  0.34128, 0.09720, 0.07306, 2.87996,  0.01547, -0.03062, -0.45121, -0.00314, -0.00520, -0.02358
  0.34236, 0.09718, 0.07303, 2.88015,  0.02055, -0.03330, -0.46649, -0.00315, -0.00523, -0.02373
  0.34344, 0.09715, 0.07302, 2.88032,  0.03259, -0.03595, -0.48180, -0.00316, -0.00525, -0.02389
  0.34452, 0.09713, 0.07304, 2.88050,  0.04205, -0.03619, -0.48178, -0.00317, -0.00528, -0.02404
  0.34559, 0.09710, 0.07306, 2.88067,  0.04897, -0.03168, -0.46899, -0.00317, -0.00531, -0.02420
  0.34666, 0.09706, 0.07309, 2.88084,  0.04869, -0.02959, -0.45876, -0.00318, -0.00534, -0.02435
  0.34774, 0.09704, 0.07310, 2.88102,  0.03899, -0.03462, -0.45364, -0.00319, -0.00536, -0.02451
  0.34881, 0.09702, 0.07310, 2.88122,  0.03417, -0.03480, -0.44085, -0.00320, -0.00539, -0.02467
  0.34989, 0.09701, 0.07310, 2.88143,  0.03177, -0.03496, -0.42805, -0.00321, -0.00542, -0.02483
  0.35096, 0.09700, 0.07311, 2.88164,  0.03411, -0.03747, -0.41783, -0.00321, -0.00544, -0.02498
  0.35204, 0.09701, 0.07312, 2.88184,  0.03638, -0.04698, -0.41018, -0.00322, -0.00547, -0.02514
  0.35312, 0.09702, 0.07314, 2.88205,  0.03627, -0.04925, -0.41787, -0.00323, -0.00550, -0.02530
  0.35419, 0.09703, 0.07314, 2.88226,  0.03382, -0.04439, -0.42043, -0.00324, -0.00553, -0.02546
  0.35527, 0.09704, 0.07314, 2.88247,  0.03138, -0.04430, -0.40511, -0.00324, -0.00555, -0.02562
  0.35635, 0.09705, 0.07315, 2.88268,  0.02898, -0.04418, -0.39235, -0.00325, -0.00558, -0.02578
  0.35742, 0.09706, 0.07313, 2.88290,  0.02193, -0.04171, -0.39490, -0.00326, -0.00561, -0.02594
  0.35849, 0.09707, 0.07310, 2.88311,  0.01500, -0.04637, -0.39234, -0.00327, -0.00563, -0.02610
  0.35956, 0.09708, 0.07307, 2.88332,  0.01291, -0.04387, -0.39233, -0.00327, -0.00566, -0.02627
  0.36064, 0.09707, 0.07305, 2.88354,  0.01791, -0.03670, -0.39742, -0.00328, -0.00569, -0.02643
  0.36173, 0.09707, 0.07304, 2.88375,  0.02046, -0.03676, -0.39484, -0.00329, -0.00572, -0.02659
  0.36283, 0.09707, 0.07302, 2.88396,  0.02061, -0.03916, -0.38717, -0.00330, -0.00574, -0.02675
  0.36393, 0.09707, 0.07299, 2.88416,  0.01371, -0.04153, -0.39226, -0.00330, -0.00577, -0.02692
  0.36501, 0.09709, 0.07295, 2.88435,  0.00931, -0.04859, -0.39736, -0.00331, -0.00580, -0.02708
  0.37015, 0.09710, 0.07293, 2.88454,  0.01677, -0.04610, -0.41012, -0.00332, -0.00583, -0.02728
  0.37052, 0.09710, 0.07292, 2.88474,  0.02878, -0.04129, -0.41267, -0.00333, -0.00586, -0.02747
  0.37086, 0.09709, 0.07291, 2.88493,  0.02409, -0.03654, -0.40244, -0.00334, -0.00590, -0.02766
  0.37120, 0.09709, 0.07289, 2.88512,  0.01949, -0.04131, -0.39732, -0.00334, -0.00593, -0.02784
  0.37160, 0.09711, 0.07287, 2.88529,  0.01734, -0.04836, -0.40754, -0.00335, -0.00596, -0.02802
  0.37194, 0.09713, 0.07283, 2.88547,  0.01290, -0.04820, -0.41009, -0.00336, -0.00598, -0.02819
  0.37228, 0.09714, 0.07280, 2.88564,  0.01324, -0.04568, -0.41007, -0.00336, -0.00601, -0.02836
  0.37262, 0.09715, 0.07277, 2.88581,  0.01591, -0.04555, -0.40495, -0.00337, -0.00604, -0.02852
  0.37296, 0.09717, 0.07275, 2.88597,  0.01619, -0.04778, -0.40750, -0.00338, -0.00606, -0.02867
  0.37329, 0.09719, 0.07270, 2.88613,  0.00941, -0.05235, -0.41517, -0.00338, -0.00609, -0.02882
  0.37363, 0.09722, 0.07266, 2.88628,  0.00746, -0.05211, -0.41516, -0.00339, -0.00611, -0.02896
  0.37396, 0.09724, 0.07262, 2.88644,  0.01025, -0.05188, -0.42026, -0.00340, -0.00614, -0.02910
  0.37430, 0.09726, 0.07258, 2.88659,  0.01062, -0.04928, -0.40748, -0.00340, -0.00616, -0.02924
  0.37465, 0.09726, 0.07255, 2.88675,  0.01097, -0.03725, -0.39723, -0.00341, -0.00618, -0.02936
  0.37499, 0.09726, 0.07252, 2.88690,  0.01602, -0.03727, -0.39976, -0.00341, -0.00620, -0.02949
  0.37532, 0.09726, 0.07250, 2.88705,  0.02098, -0.03967, -0.40486, -0.00342, -0.00622, -0.02960
  0.37640, 0.09725, 0.07248, 2.88721,  0.01645, -0.03497, -0.41505, -0.00342, -0.00624, -0.02972
  0.37747, 0.09723, 0.07244, 2.88736,  0.01201, -0.03035, -0.40990, -0.00343, -0.00626, -0.02983
  0.37854, 0.09721, 0.07241, 2.88751,  0.01236, -0.03291, -0.40730, -0.00343, -0.00628, -0.02995
  0.37962, 0.09720, 0.07238, 2.88758,  0.01978, -0.03544, -0.42261, -0.00343, -0.00630, -0.03007
  0.38069, 0.09718, 0.07237, 2.88759,  0.02236, -0.03324, -0.43535, -0.00344, -0.00631, -0.03015
  0.38179, 0.09716, 0.07235, 2.88755,  0.02490, -0.03817, -0.44555, -0.00344, -0.00632, -0.03024
  0.38286, 0.09716, 0.07234, 2.88746,  0.02741, -0.04540, -0.45321, -0.00345, -0.00634, -0.03034
  0.38394, 0.09716, 0.07233, 2.88734,  0.02987, -0.04304, -0.44809, -0.00345, -0.00636, -0.03044
  0.38502, 0.09713, 0.07234, 2.88721,  0.03461, -0.03128, -0.44040, -0.00345, -0.00638, -0.03055
  0.38609, 0.09708, 0.07236, 2.88707,  0.03925, -0.01735, -0.43525, -0.00346, -0.00639, -0.03067
  0.38717, 0.09703, 0.07238, 2.88692,  0.04380, -0.01785, -0.43522, -0.00346, -0.00641, -0.03079
  0.38826, 0.09699, 0.07239, 2.88676,  0.03650, -0.02068, -0.43007, -0.00347, -0.00644, -0.03092
  0.38935, 0.09695, 0.07240, 2.88659,  0.03638, -0.02343, -0.41983, -0.00347, -0.00646, -0.03105
  0.39044, 0.09693, 0.07239, 2.88641,  0.02450, -0.03085, -0.41469, -0.00348, -0.00648, -0.03119
  0.39158, 0.09692, 0.07237, 2.88622,  0.01518, -0.03338, -0.40699, -0.00348, -0.00650, -0.03134
  0.39266, 0.09692, 0.07234, 2.88603,  0.01779, -0.03822, -0.40697, -0.00349, -0.00653, -0.03149
  0.39373, 0.09692, 0.07232, 2.88583,  0.02038, -0.04301, -0.42485, -0.00349, -0.00656, -0.03166
  0.39481, 0.09693, 0.07231, 2.88563,  0.02291, -0.04770, -0.42230, -0.00350, -0.00658, -0.03182
  0.39589, 0.09693, 0.07230, 2.88544,  0.02067, -0.04048, -0.40695, -0.00351, -0.00661, -0.03199
  0.39696, 0.09692, 0.07228, 2.88525,  0.02318, -0.03575, -0.40949, -0.00351, -0.00664, -0.03217
  0.39804, 0.09693, 0.07228, 2.88505,  0.02565, -0.04528, -0.40694, -0.00352, -0.00667, -0.03235
  0.39912, 0.09695, 0.07226, 2.88486,  0.02102, -0.04988, -0.39928, -0.00353, -0.00670, -0.03253
  0.40019, 0.09699, 0.07225, 2.88465,  0.02353, -0.05675, -0.39931, -0.00353, -0.00673, -0.03272
  0.40127, 0.09702, 0.07225, 2.88445,  0.03070, -0.05643, -0.40701, -0.00354, -0.00676, -0.03290
  0.40237, 0.09704, 0.07224, 2.88426,  0.02599, -0.05142, -0.42235, -0.00355, -0.00679, -0.03308
  0.40349, 0.09704, 0.07222, 2.88409,  0.02139, -0.04182, -0.43767, -0.00355, -0.00682, -0.03326
  0.40456, 0.09701, 0.07220, 2.88394,  0.01924, -0.03005, -0.44529, -0.00356, -0.00685, -0.03345
  0.40563, 0.09699, 0.07218, 2.88378,  0.02418, -0.03504, -0.44782, -0.00356, -0.00687, -0.03363
  0.40670, 0.09700, 0.07217, 2.88361,  0.02433, -0.04702, -0.45037, -0.00357, -0.00690, -0.03381
  0.40778, 0.09701, 0.07215, 2.88344,  0.02447, -0.04696, -0.44525, -0.00358, -0.00693, -0.03400
  0.40885, 0.09700, 0.07214, 2.88329,  0.02461, -0.03980, -0.44013, -0.00358, -0.00696, -0.03418
  0.40992, 0.09700, 0.07213, 2.88313,  0.02709, -0.04458, -0.43246, -0.00359, -0.00699, -0.03437
  0.41100, 0.09703, 0.07213, 2.88296,  0.02949, -0.05394, -0.40693, -0.00360, -0.00702, -0.03456
  0.41208, 0.09706, 0.07214, 2.88274,  0.03420, -0.05603, -0.40186, -0.00360, -0.00705, -0.03474
  0.41317, 0.09708, 0.07215, 2.88249,  0.03648, -0.04865, -0.40699, -0.00361, -0.00708, -0.03493
  0.41425, 0.09710, 0.07216, 2.88222,  0.03398, -0.04845, -0.39168, -0.00361, -0.00711, -0.03512
  0.41532, 0.09713, 0.07215, 2.88193,  0.02448, -0.05297, -0.38404, -0.00362, -0.00714, -0.03530
  0.41642, 0.09716, 0.07213, 2.88162,  0.01988, -0.05744, -0.40450, -0.00363, -0.00717, -0.03549
  0.41750, 0.09720, 0.07211, 2.88130,  0.02011, -0.06187, -0.42752, -0.00363, -0.00720, -0.03568
  0.41858, 0.09723, 0.07209, 2.88098,  0.02034, -0.05680, -0.43520, -0.00364, -0.00723, -0.03587
  0.41966, 0.09724, 0.07206, 2.88067,  0.01586, -0.05182, -0.43775, -0.00364, -0.00726, -0.03606
  0.42073, 0.09726, 0.07202, 2.88036,  0.01146, -0.05166, -0.43518, -0.00365, -0.00729, -0.03625
  0.42186, 0.09727, 0.07198, 2.88004,  0.01183, -0.04912, -0.42494, -0.00366, -0.00732, -0.03644
  0.42294, 0.09728, 0.07195, 2.87973,  0.01689, -0.04424, -0.40960, -0.00366, -0.00735, -0.03663
  0.42402, 0.09729, 0.07194, 2.87942,  0.02419, -0.04415, -0.40193, -0.00367, -0.00738, -0.03682
  0.42509, 0.09730, 0.07195, 2.87911,  0.03135, -0.04405, -0.39683, -0.00367, -0.00741, -0.03702
  0.42617, 0.09729, 0.07195, 2.87881,  0.03367, -0.03688, -0.39683, -0.00368, -0.00744, -0.03721
  0.42725, 0.09728, 0.07197, 2.87852,  0.03827, -0.03457, -0.39684, -0.00368, -0.00747, -0.03740
  0.42832, 0.09728, 0.07200, 2.87822,  0.04278, -0.03703, -0.39941, -0.00369, -0.00751, -0.03760
  0.42940, 0.09728, 0.07203, 2.87793,  0.04252, -0.04418, -0.40455, -0.00370, -0.00754, -0.03779
  0.43047, 0.09731, 0.07205, 2.87763,  0.03755, -0.05117, -0.39436, -0.00370, -0.00757, -0.03798
  0.43159, 0.09733, 0.07206, 2.87734,  0.03501, -0.04857, -0.38928, -0.00371, -0.00760, -0.03818
  0.43267, 0.09735, 0.07207, 2.87705,  0.03490, -0.05312, -0.39442, -0.00371, -0.00763, -0.03838
  0.43374, 0.09739, 0.07209, 2.87676,  0.03950, -0.05760, -0.40724, -0.00372, -0.00766, -0.03857
  0.43484, 0.09742, 0.07212, 2.87648,  0.04640, -0.05732, -0.42774, -0.00372, -0.00769, -0.03877
  0.43593, 0.09743, 0.07214, 2.87621,  0.04142, -0.04997, -0.43287, -0.00373, -0.00772, -0.03897
  0.43700, 0.09744, 0.07215, 2.87595,  0.03889, -0.04747, -0.43289, -0.00373, -0.00775, -0.03916
  0.43807, 0.09746, 0.07217, 2.87569,  0.04347, -0.05209, -0.42782, -0.00374, -0.00778, -0.03936
  0.43916, 0.09748, 0.07219, 2.87543,  0.04327, -0.05428, -0.44063, -0.00375, -0.00781, -0.03956
  0.44023, 0.09750, 0.07220, 2.87518,  0.04075, -0.05647, -0.46110, -0.00375, -0.00785, -0.03976
  0.44132, 0.09752, 0.07221, 2.87494,  0.03594, -0.05391, -0.47389, -0.00376, -0.00788, -0.03996
  0.44245, 0.09752, 0.07221, 2.87471,  0.03592, -0.04430, -0.46368, -0.00376, -0.00791, -0.04016
  0.44354, 0.09751, 0.07221, 2.87454,  0.03352, -0.03956, -0.45089, -0.00377, -0.00794, -0.04036
  0.44462, 0.09749, 0.07219, 2.87442,  0.02648, -0.03730, -0.45853, -0.00377, -0.00797, -0.04056
  0.44570, 0.09747, 0.07217, 2.87433,  0.02193, -0.03271, -0.46360, -0.00378, -0.00800, -0.04077
  0.44680, 0.09744, 0.07215, 2.87428,  0.02451, -0.02818, -0.45845, -0.00378, -0.00804, -0.04097
  0.44787, 0.09742, 0.07213, 2.87424,  0.02234, -0.03320, -0.46352, -0.00379, -0.00807, -0.04117
  0.44895, 0.09742, 0.07210, 2.87421,  0.02022, -0.04285, -0.46861, -0.00379, -0.00810, -0.04137
  0.45410, 0.09742, 0.07209, 2.87420,  0.02514, -0.04287, -0.45838, -0.00380, -0.00814, -0.04162
  0.45444, 0.09742, 0.07209, 2.87420,  0.03234, -0.04528, -0.44049, -0.00380, -0.00817, -0.04186
  0.45479, 0.09742, 0.07210, 2.87419,  0.03705, -0.04759, -0.42517, -0.00381, -0.00821, -0.04209
  0.45513, 0.09743, 0.07211, 2.87418,  0.03933, -0.04275, -0.42007, -0.00381, -0.00824, -0.04231
  0.45546, 0.09743, 0.07210, 2.87418,  0.02977, -0.03794, -0.41752, -0.00382, -0.00828, -0.04253
  0.45580, 0.09745, 0.07210, 2.87418,  0.02742, -0.05218, -0.40731, -0.00382, -0.00831, -0.04274
  0.45614, 0.09747, 0.07210, 2.87418,  0.03219, -0.05432, -0.41500, -0.00383, -0.00834, -0.04294
  0.45648, 0.09747, 0.07210, 2.87418,  0.02739, -0.04712, -0.43289, -0.00383, -0.00837, -0.04314
  0.45681, 0.09749, 0.07209, 2.87419,  0.02510, -0.05180, -0.44056, -0.00384, -0.00840, -0.04333
  0.45715, 0.09749, 0.07209, 2.87420,  0.02993, -0.04932, -0.44568, -0.00384, -0.00843, -0.04351
  0.45749, 0.09749, 0.07209, 2.87422,  0.03236, -0.04690, -0.45845, -0.00384, -0.00846, -0.04369
  0.45782, 0.09750, 0.07209, 2.87423,  0.03474, -0.05163, -0.46102, -0.00385, -0.00848, -0.04386
  0.45816, 0.09753, 0.07209, 2.87423,  0.03707, -0.05860, -0.45338, -0.00385, -0.00851, -0.04402
  0.45849, 0.09756, 0.07210, 2.87423,  0.03699, -0.06309, -0.44831, -0.00386, -0.00853, -0.04417
  0.45883, 0.09759, 0.07212, 2.87423,  0.03924, -0.06035, -0.44580, -0.00386, -0.00856, -0.04432
  0.45917, 0.09762, 0.07212, 2.87423,  0.03677, -0.06006, -0.44839, -0.00386, -0.00858, -0.04446
  0.46024, 0.09765, 0.07214, 2.87423,  0.03903, -0.05739, -0.43309, -0.00386, -0.00860, -0.04460
  0.46132, 0.09766, 0.07217, 2.87424,  0.04827, -0.04764, -0.41779, -0.00387, -0.00862, -0.04474
  0.46240, 0.09767, 0.07221, 2.87425,  0.05031, -0.04754, -0.41783, -0.00387, -0.00864, -0.04489
  0.46348, 0.09769, 0.07224, 2.87425,  0.04994, -0.04981, -0.41276, -0.00387, -0.00866, -0.04503
  0.46455, 0.09770, 0.07227, 2.87426,  0.04484, -0.04728, -0.40257, -0.00388, -0.00868, -0.04513
  0.46564, 0.09770, 0.07228, 2.87428,  0.03516, -0.04009, -0.41024, -0.00388, -0.00870, -0.04524
  0.46672, 0.09769, 0.07229, 2.87430,  0.03507, -0.03775, -0.42046, -0.00388, -0.00871, -0.04536
  0.46780, 0.09769, 0.07230, 2.87431,  0.03500, -0.04254, -0.41280, -0.00388, -0.00873, -0.04549
  0.46888, 0.09770, 0.07230, 2.87433,  0.03021, -0.04489, -0.41792, -0.00389, -0.00875, -0.04562
  0.46995, 0.09770, 0.07229, 2.87435,  0.02315, -0.04248, -0.42558, -0.00389, -0.00878, -0.04576
  0.47103, 0.09770, 0.07227, 2.87437,  0.02327, -0.04008, -0.41279, -0.00389, -0.00880, -0.04591
  0.47212, 0.09771, 0.07227, 2.87437,  0.02334, -0.04481, -0.38980, -0.00389, -0.00882, -0.04606
  0.47319, 0.09773, 0.07226, 2.87438,  0.02107, -0.05178, -0.38726, -0.00390, -0.00885, -0.04623
  0.47426, 0.09775, 0.07225, 2.87439,  0.02594, -0.05154, -0.41027, -0.00390, -0.00887, -0.04640
  0.47534, 0.09776, 0.07227, 2.87440,  0.04014, -0.04191, -0.42562, -0.00390, -0.00890, -0.04658
  0.47642, 0.09775, 0.07228, 2.87446,  0.03998, -0.03719, -0.43584, -0.00391, -0.00893, -0.04676
  0.47750, 0.09773, 0.07227, 2.87455,  0.02574, -0.03493, -0.44348, -0.00391, -0.00896, -0.04696
  0.47857, 0.09771, 0.07227, 2.87466,  0.03291, -0.03272, -0.44091, -0.00391, -0.00899, -0.04716
  0.47965, 0.09770, 0.07229, 2.87477,  0.04228, -0.03527, -0.43325, -0.00392, -0.00902, -0.04737
  0.48072, 0.09769, 0.07230, 2.87491,  0.03736, -0.03777, -0.43580, -0.00392, -0.00905, -0.04759
  0.48181, 0.09767, 0.07230, 2.87505,  0.02785, -0.03552, -0.44089, -0.00392, -0.00909, -0.04780
  0.48289, 0.09765, 0.07227, 2.87521,  0.01617, -0.03096, -0.44340, -0.00393, -0.00912, -0.04802
  0.48397, 0.09761, 0.07223, 2.87539,  0.01410, -0.02410, -0.43057, -0.00393, -0.00915, -0.04824
  0.48505, 0.09758, 0.07221, 2.87556,  0.01910, -0.02679, -0.41519, -0.00394, -0.00919, -0.04846
  0.48612, 0.09756, 0.07220, 2.87572,  0.02163, -0.02940, -0.39727, -0.00394, -0.00922, -0.04868
  0.48720, 0.09753, 0.07219, 2.87589,  0.02410, -0.02488, -0.39724, -0.00394, -0.00925, -0.04890
  0.48827, 0.09751, 0.07219, 2.87606,  0.02889, -0.02755, -0.40999, -0.00395, -0.00929, -0.04912
  0.48934, 0.09750, 0.07219, 2.87621,  0.02890, -0.03725, -0.41509, -0.00395, -0.00932, -0.04934
  0.49042, 0.09751, 0.07219, 2.87636,  0.02656, -0.04676, -0.40999, -0.00395, -0.00935, -0.04956
  0.49148, 0.09753, 0.07219, 2.87649,  0.02895, -0.05134, -0.39723, -0.00396, -0.00939, -0.04979
  0.49256, 0.09754, 0.07219, 2.87663,  0.02892, -0.04401, -0.38702, -0.00396, -0.00942, -0.05001
  0.49364, 0.09755, 0.07220, 2.87677,  0.03361, -0.04392, -0.39215, -0.00396, -0.00946, -0.05023
  0.49471, 0.09758, 0.07223, 2.87689,  0.04529, -0.05093, -0.40753, -0.00397, -0.00949, -0.05045
  0.49579, 0.09760, 0.07228, 2.87701,  0.05439, -0.05307, -0.40248, -0.00397, -0.00952, -0.05068
  0.49687, 0.09760, 0.07233, 2.87713,  0.05863, -0.04101, -0.39997, -0.00397, -0.00956, -0.05090
  0.49794, 0.09759, 0.07239, 2.87727,  0.05810, -0.03392, -0.41277, -0.00398, -0.00959, -0.05113
  0.49901, 0.09757, 0.07243, 2.87741,  0.05290, -0.02934, -0.42555, -0.00398, -0.00962, -0.05135
  0.50008, 0.09754, 0.07246, 2.87755,  0.04780, -0.02723, -0.43321, -0.00398, -0.00966, -0.05158
  0.50116, 0.09751, 0.07248, 2.87769,  0.04515, -0.02751, -0.43576, -0.00399, -0.00969, -0.05180
  0.50226, 0.09748, 0.07250, 2.87783,  0.04019, -0.02542, -0.43063, -0.00399, -0.00973, -0.05203
  0.50333, 0.09745, 0.07251, 2.87797,  0.03532, -0.02573, -0.43061, -0.00399, -0.00976, -0.05226
  0.50441, 0.09741, 0.07252, 2.87812,  0.03525, -0.02132, -0.43568, -0.00400, -0.00979, -0.05249
  0.50548, 0.09736, 0.07253, 2.87826,  0.03755, -0.01701, -0.44586, -0.00400, -0.00983, -0.05271
  0.50656, 0.09730, 0.07254, 2.87841,  0.03980, -0.01514, -0.44837, -0.00400, -0.00986, -0.05294
  0.50765, 0.09727, 0.07254, 2.87848,  0.03496, -0.02272, -0.43812, -0.00400, -0.00990, -0.05317
  0.50872, 0.09725, 0.07255, 2.87849,  0.03490, -0.03010, -0.42533, -0.00401, -0.00993, -0.05340
  0.50980, 0.09724, 0.07257, 2.87847,  0.03955, -0.03264, -0.42277, -0.00401, -0.00996, -0.05363
  0.51087, 0.09723, 0.07258, 2.87841,  0.03704, -0.03751, -0.42278, -0.00401, -0.01000, -0.05386
  0.51197, 0.09724, 0.07258, 2.87831,  0.03222, -0.04228, -0.41767, -0.00402, -0.01003, -0.05409
  0.51306, 0.09725, 0.07259, 2.87820,  0.03454, -0.04696, -0.41514, -0.00402, -0.01007, -0.05433
  0.51413, 0.09727, 0.07259, 2.87807,  0.02977, -0.05154, -0.41771, -0.00402, -0.01010, -0.05456
  0.51522, 0.09729, 0.07257, 2.87794,  0.02276, -0.04660, -0.42793, -0.00402, -0.01014, -0.05479
  0.51631, 0.09729, 0.07254, 2.87780,  0.02059, -0.04414, -0.43814, -0.00403, -0.01017, -0.05503
  0.51739, 0.09729, 0.07253, 2.87766,  0.02551, -0.04172, -0.43303, -0.00403, -0.01021, -0.05526
  0.51846, 0.09728, 0.07253, 2.87752,  0.02796, -0.03226, -0.42789, -0.00403, -0.01024, -0.05549
  0.51954, 0.09725, 0.07252, 2.87739,  0.02567, -0.02770, -0.42531, -0.00403, -0.01027, -0.05573
  0.52061, 0.09722, 0.07250, 2.87726,  0.02340, -0.02556, -0.41505, -0.00404, -0.01031, -0.05597
  0.52170, 0.09721, 0.07248, 2.87712,  0.02118, -0.03055, -0.40991, -0.00404, -0.01034, -0.05620
  0.52277, 0.09720, 0.07247, 2.87698,  0.02369, -0.03543, -0.40223, -0.00404, -0.01038, -0.05644
  0.52385, 0.09720, 0.07246, 2.87683,  0.02381, -0.04021, -0.39967, -0.00404, -0.01041, -0.05668
  0.52493, 0.09721, 0.07244, 2.87668,  0.02157, -0.04253, -0.39455, -0.00405, -0.01045, -0.05691
  0.52600, 0.09721, 0.07245, 2.87653,  0.03114, -0.04009, -0.39967, -0.00405, -0.01048, -0.05715
