-0.003380;0.006890;3.012970;-0.002300;0.001800;-0.474800
-0.003370;0.006860;3.012910;-0.001950;0.001640;-0.472240
-0.003360;0.006830;3.012840;-0.001920;0.001470;-0.472250
-0.003350;0.006810;3.012770;-0.002060;0.001290;-0.472270
-0.003330;0.006790;3.012740;-0.002010;0.001110;-0.464610
-0.003320;0.006770;3.012740;-0.001950;0.000920;-0.454390
-0.003300;0.006770;3.012750;-0.002050;0.000440;-0.449310
-0.003280;0.006790;3.012770;-0.002020;-0.000010;-0.451890
-0.003270;0.006810;3.012800;-0.001990;-0.000460;-0.454470
-0.003240;0.006850;3.012840;-0.002260;-0.000780;-0.446820
-0.003210;0.006890;3.012880;-0.002370;-0.000930;-0.439170
-0.003180;0.006920;3.012920;-0.002380;-0.000610;-0.439150
-0.003150;0.006940;3.012970;-0.002400;-0.000140;-0.441690
-0.003120;0.006940;3.013020;-0.002400;0.000310;-0.439100
-0.003100;0.006930;3.013070;-0.002220;0.000610;-0.431410
-0.003080;0.006920;3.013130;-0.002050;0.000760;-0.428850
-0.003060;0.006910;3.013190;-0.002190;0.000740;-0.428850
-0.003030;0.006900;3.013240;-0.002350;0.000730;-0.436520
-0.003010;0.006900;3.013300;-0.002040;0.000600;-0.444190
-0.003000;0.006890;3.013360;-0.002050;0.000750;-0.446730
-0.002980;0.006870;3.013420;-0.002180;0.000870;-0.441620
-0.002950;0.006850;3.013470;-0.002330;0.001150;-0.441590
-0.002940;0.006820;3.013530;-0.002030;0.001310;-0.446690
-0.002930;0.006800;3.013590;-0.001870;0.001160;-0.451800
-0.002920;0.006780;3.013650;-0.001870;0.001140;-0.454360
-0.002910;0.006760;3.013700;-0.001830;0.000830;-0.451820
-0.002910;0.006770;3.013770;-0.001500;0.000390;-0.454400
-0.002920;0.006780;3.013820;-0.001180;-0.000030;-0.459520
-0.002930;0.006790;3.013870;-0.001040;0.000140;-0.456950
-0.002940;0.006800;3.013920;-0.001210;0.000440;-0.454390
-0.002940;0.006790;3.013950;-0.001410;0.000740;-0.462040
-0.002950;0.006780;3.013980;-0.001430;0.000740;-0.467150
-0.002950;0.006770;3.014010;-0.001290;0.000750;-0.469700
-0.002970;0.006750;3.014040;-0.001130;0.001050;-0.462020
-0.002980;0.006730;3.014070;-0.001090;0.001170;-0.446680
-0.002980;0.006710;3.014090;-0.001550;0.001420;-0.441560
-0.002960;0.006680;3.014100;-0.002000;0.001360;-0.441570
-0.002940;0.006660;3.014100;-0.002100;0.001030;-0.436480
-0.002930;0.006640;3.014100;-0.001930;0.001320;-0.431350
-0.002920;0.006600;3.014120;-0.001630;0.001620;-0.431330
-0.002920;0.006570;3.014130;-0.001630;0.001600;-0.436430
-0.002910;0.006540;3.014140;-0.001630;0.001290;-0.444110
-0.002910;0.006520;3.014150;-0.001470;0.001140;-0.449230
-0.002910;0.006500;3.014160;-0.001470;0.001130;-0.449230
-0.002910;0.006490;3.014170;-0.001440;0.001110;-0.441560
-0.002900;0.006470;3.014180;-0.001720;0.001070;-0.433900
-0.002900;0.006440;3.014180;-0.001570;0.001360;-0.433880
-0.002900;0.006400;3.014200;-0.001440;0.001810;-0.436400
-0.002890;0.006360;3.014200;-0.001780;0.001930;-0.446630
-0.002870;0.006320;3.014200;-0.002070;0.001730;-0.449190
-0.002850;0.006300;3.014200;-0.002130;0.001230;-0.436440
-0.002830;0.006280;3.014200;-0.002230;0.000890;-0.428800
-0.002810;0.006260;3.014190;-0.002050;0.000880;-0.428790
-0.002800;0.006250;3.014190;-0.001720;0.000740;-0.428790
-0.002800;0.006240;3.014200;-0.001420;0.000760;-0.431340
-0.002790;0.006220;3.014210;-0.001450;0.001060;-0.438980
-0.002800;0.006200;3.014220;-0.001320;0.001210;-0.444080
-0.002800;0.006180;3.014240;-0.001150;0.001060;-0.444090
-0.002810;0.006160;3.014250;-0.000990;0.001060;-0.441540
-0.002830;0.006130;3.014300;-0.000680;0.001360;-0.433850
-0.002860;0.006100;3.014370;-0.000680;0.001490;-0.428730
-0.002870;0.006070;3.014460;-0.000990;0.001300;-0.431300
-0.002870;0.006050;3.014540;-0.001300;0.001270;-0.433850
-0.002860;0.006020;3.014640;-0.001470;0.001390;-0.436410
-0.002860;0.005990;3.014740;-0.001610;0.001360;-0.436420
-0.002840;0.005970;3.014840;-0.001910;0.001180;-0.441540
-0.002820;0.005950;3.014940;-0.002020;0.000850;-0.441550
-0.002790;0.005950;3.015030;-0.002130;0.000380;-0.439020
-0.002760;0.005940;3.015130;-0.002110;0.000520;-0.436450
-0.002740;0.005930;3.015240;-0.001920;0.000810;-0.426220
-0.002720;0.005910;3.015340;-0.001910;0.000940;-0.423650
-0.002700;0.005900;3.015440;-0.002030;0.000620;-0.423670
-0.002670;0.005900;3.015540;-0.002120;0.000290;-0.416010
-0.002630;0.005910;3.015630;-0.002230;-0.000020;-0.413480
-0.002600;0.005930;3.015720;-0.002220;-0.000160;-0.418600
-0.002570;0.005940;3.015810;-0.002220;-0.000150;-0.426260
-0.002530;0.005950;3.015900;-0.002370;-0.000010;-0.428810
-0.002500;0.005950;3.015980;-0.002220;0.000300;-0.431340
-0.002480;0.005940;3.016070;-0.002080;0.000460;-0.439000
-0.002460;0.005930;3.016170;-0.001940;0.000470;-0.446660
-0.002440;0.005930;3.016260;-0.001640;0.000350;-0.454330
-0.002430;0.005940;3.016360;-0.001620;0.000200;-0.454340
-0.002420;0.005940;3.016450;-0.001620;0.000210;-0.456890
-0.002410;0.005950;3.016540;-0.001780;0.000200;-0.459450
-0.002380;0.005960;3.016620;-0.002070;-0.000110;-0.464580
-0.002360;0.005980;3.016700;-0.002050;-0.000540;-0.469710
-0.002340;0.006010;3.016770;-0.002040;-0.000670;-0.474840
-0.002310;0.006040;3.016840;-0.002230;-0.000510;-0.485050
-0.002290;0.006070;3.016910;-0.002080;-0.000620;-0.492710
-0.002270;0.006100;3.016980;-0.002070;-0.000900;-0.495290
-0.002250;0.006150;3.017050;-0.002060;-0.001020;-0.495290
-0.002240;0.006180;3.017090;-0.001760;-0.000980;-0.495300
-0.002240;0.006220;3.017110;-0.001450;-0.000800;-0.487610
-0.002240;0.006230;3.017110;-0.001310;-0.000200;-0.477360
-0.002240;0.006230;3.017110;-0.001300;0.000230;-0.467120
-0.002240;0.006220;3.017070;-0.001580;0.000350;-0.456900
-0.002230;0.006220;3.017030;-0.001710;0.000470;-0.449220
-0.002210;0.006210;3.016980;-0.001850;0.000450;-0.449220
-0.002200;0.006210;3.016910;-0.001840;0.000160;-0.454350
-0.002180;0.006210;3.016840;-0.001980;0.000150;-0.454350
-0.002160;0.006210;3.016770;-0.001980;0.000290;-0.454340
-0.002140;0.006200;3.016700;-0.001980;0.000580;-0.451770
-0.002120;0.006190;3.016620;-0.002120;0.000700;-0.451760
-0.002100;0.006170;3.016540;-0.002110;0.000690;-0.454320
-0.002070;0.006160;3.016460;-0.002220;0.000520;-0.449210
-0.002050;0.006160;3.016380;-0.002190;0.000500;-0.444100
-0.002030;0.006140;3.016300;-0.002020;0.000790;-0.438980
-0.002010;0.006110;3.016230;-0.001860;0.001080;-0.436400
-0.001980;0.006080;3.016160;-0.002130;0.001040;-0.431300
-0.001960;0.006060;3.016070;-0.002260;0.001000;-0.428740
